SKU,Product Name
718006,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/KR920
713006,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/RU864
709009,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/AS923
707009,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/AU915
704007,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/IN865
708007,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/KR920
703007,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/RU864
712011,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-E) power board/CN470
711011,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-E) power board/EU433
715010,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-E) power board/EU868
716013,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-E) power board/US915
702013,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-E) Non-battery/CN470
701013,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-E) Non-battery/EU433
705012,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-E) Non-battery/EU868
706015,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-E) Non-battery/US915
712012,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-NA) power board/CN470
711012,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-NA) power board/EU433
715011,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-NA) power board/EU868
716014,WisGate Edge Max /RAK7249/Bundle 6/1 pc 3dBi/8 Channels LTE(EG95-NA) power board/US915
701014,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-NA) Non-battery/EU433
706016,WisGate Edge Max /RAK7249/Bundle 1/1 pc 3dBi/8 Channels LTE(EG95-NA) Non-battery/US915
712009,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/CN470
711009,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/EU433
715007,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/EU868
716011,WisGate Edge Max /RAK7249/Bundle 5/1 pc 3dBi/8 Channels non-LTE power board/US915
702010,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/CN470
701010,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/EU433
705008,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/EU868
706012,WisGate Edge Max /RAK7249/Bundle 2/1 pc 3dBi/8 Channels non-LTE Non-battery/US915
925026,12dBi Directional Antenna/RAKARP01
920090,A-fix Bracket Kit/RAK9720
812004,RAK Discover Kit 2/2GB RPi4 (Memory Storage)/CN470
812005,RAK Discover Kit 2/4GB RPi4 (Memory Storage)/CN470
318023,Breakout Board/RAK4270-D/KR920
718028,WisGate Developer Base/RAK7271/with RAK2287/KR920
714028,WisGate Developer Base/RAK7271/with RAK2287/IN865
717039,WisGate Developer Base/RAK7271/with RAK2287/AU915
719040,WisGate Developer Base/RAK7271/with RAK2287/AS923
A10008,Bobcat Outdoor Enclosure Kit/US standard
A10007,Bobcat Outdoor Enclosure Kit/UK standard
A10009,Bobcat Outdoor Enclosure Kit/AU standard
A10010,Bobcat Outdoor Enclosure Kit/EU standard
A10011,Bobcat Outdoor Enclosure Kit/South African standard
A10012,Bobcat Outdoor Enclosure Kit/IT standard
A10013,Bobcat Outdoor Enclosure Kit/CN standard
302010,WisDuo LPWAN Module/RAK811/CN470
305015,WisDuo LPWAN Module/RAK811/EU868
301013,WisDuo LPWAN Module/RAK811/EU433
304023,WisDuo LPWAN Module/RAK811/IN865
306024,WisDuo LPWAN Module/RAK811/US915
307024,WisDuo LPWAN Module/RAK811/AU915
308024,WisDuo LPWAN Module/RAK811/KR920
309024,WisDuo LPWAN Module/RAK811/AS923
921012,高增益LoRa模块天线 iPEX接口 LoRa铜管天线/EU433
922017,高增益LoRa模块天线 iPEX接口 LoRa铜管天线/CN470
925030,高增益LoRa模块天线 iPEX接口 LoRa铜管天线/EU868
926013,高增益LoRa模块天线 iPEX接口 LoRa铜管天线/US915
302002,WisDuo LPWAN Module/RAK4270/With IPEX/L
302001,WisDuo LPWAN Module/RAK4270/No IPEX/L
305000,WisDuo LPWAN Module/RAK4270/With IPEX/H
305001,WisDuo LPWAN Module/RAK4270/No IPEX/H
920095,SMA Adapter/RP-SMA male to SMA female /Stainless Steel Material/for overseas
920096,SMA Adapter/RP-SMA male to SMA female /Copper Material/for doemstic
912011,taobao antenna kit 1/5m Antenna Feeder Line/470-510MHz
912012,taobao antenna kit 2/5m Antenna Feeder Line/L-type wall mounting pole/470-510MHz
912013,taobao antenna kit 3/Antenna Magnetic Base/470-510MHz
912014,taobao antenna kit 4/5m Antenna Feeder Line/L-type wall mounting pole/lighting arrestor/470-510MHz
912015,taobao antenna kit 5/5m Antenna Feeder Line/lighting arrestor/470-510MHz
910097,Accessories-Screw Plug-M25*1.5-Hex Flange-Brass-Nickel Plated-Include O-ring
915031,5dBi Fiberglass Antenna/N-Type to RP-SMA/863-870MHz
916014,5dBi Fiberglass Antenna/N-Type to RP-SMA/902-928 MHz
915032,5dBi Fiberglass Antenna/N-Type to iPEX/863-870MHz
916015,5dBi Fiberglass Antenna/N-Type to iPEX/902-928 MHz
925033,5dBi Fiberglass Antenna/N-Type/863-870MHz
926016,5.1dBi Fiberglass Antenna /N-Type/902-928MHz
910083,Mounting Kit-RAKU3.172.0002-RAK7249
712050,WisGate Edge Lite 2+/RAK7268C/LTE(EG95-E)/White/RAK2287L/CN470
711042,WisGate Edge Lite 2+/RAK7268C/LTE(EG95-E)/White/RAK2287L/EU433
712051,WisGate Edge Lite 2/RAK7268/Non-LTE/White/RAK2287L/CN470
715052,WisGate Edge Lite/RAK7258/LTE(EG95-E)/Europe standard power adapter/EU868
712052,WisGate Edge Lite/RAK7258/LTE(EG95-E)/American standard power adapter/CN470
716044,WisGate Edge Lite/RAK7258/LTE(EG95-NA)/American standard power adapter/US915
718036,WisGate Edge Lite/RAK7258/LTE(EG95-E)/Europe standard power adapter/KR920
719050,WisGate Edge Lite/RAK7258/LTE(EG95-E)/UK standard power adapter/AS923
714036,WisGate Edge Lite/RAK7258/LTE(EG95-E)/UK standard power adapter/IN865
717049,WisGate Edge Lite/RAK7258/LTE(EG95-E)/Australia standard power adapter/AU915
719051,WisGate Edge Lite 2+/RAK7268C/LTE(EG95-E)/White/RAK2287/AS923
719052,WisGate Edge Max /RAK7249/Bundle Pro/2 pcs 8dBi/16 Channels LTE(EG95-E) power board/AS923
812006,RAK Developer Kit/RAK6243-32/RAK6243-Starter Kit/CN470
202005,WisNode Bridge Serial/RAK7421/CN470
717050,WisGate Edge Lite 2+/RAK7268C/LTE(EG95-E)/White/RAK2287/AU915
715039,WisGate Edge Max /RAK7249/Bundle Pro/2 pcs 5.8dBi/16 Channels LTE(EG95-E) power board/EU868
105002,WisBlock LPWAN Module RAK4630
107001,WisBlock LPWAN Module With IPEX RAK4630
107002,WisBlock LPWAN Module Without IPEX RAK4630
920110,Antenna Clip
920109,Cable-Coaxial Cables (RF)-200mm-(Flange N-KF Female)-(RG316)-(SMA Male)
117000,WisBlock LPWAN Module/RAK4631/AU915
119000,WisBlock LPWAN Module/RAK4631/AS923
118000,WisBlock LPWAN Module/RAK4631/KR920
116000,WisBlock LPWAN Module/RAK4631/US915
114000,WisBlock LPWAN Module/RAK4631/IN865
109001,WisBlock LPWAN Module/RAK4630/With IPEX/without antenna/AS923
108001,WisBlock LPWAN Module/RAK4630/With IPEX/without antenna/KR920
106001,WisBlock LPWAN Module/RAK4630/With IPEX/without antenna/US915
104001,WisBlock LPWAN Module/RAK4630/With IPEX/without antenna/IN865
105003,WisBlock LPWAN Module/RAK4630/No IPEX/without antenna/EU868
109002,WisBlock LPWAN Module/RAK4630/No IPEX/without antenna/AS923
108002,WisBlock LPWAN Module/RAK4630/No IPEX/without antenna/KR920
106002,WisBlock LPWAN Module/RAK4630/No IPEX/without antenna/US915
104002,WisBlock LPWAN Module/RAK4630/No IPEX/without antenna/IN865
717064,WisGate Edge Max/RAK7249/16 Channels(bundlePro)/LTE(EG95-E)/without lora antenna/With battery/AU915
910113,Lightning Arrestor Kit for LoRa/grounding wire
920112,Grounding wire
910115,Battery Connector Cable/5 pcs battery wires
910116,Battery Connector Cable/5 pcs solar wires
910114,Custom PCB accessory kit
910117,Set of screws kit
920099,GPS Antenna 27dB/1.5m
410008,WisTrio NB-IoT Tracker Pro/RAK5010-M/BG95-M3
506017,WisLink LPWAN Concentrator/RAK5146/USB/LBT Non-GPS/RAK5146-222/without antenna/US915
926017,PCB Antenna for LoRa/902-928MHz
317025,WisDuo Breakout Board/RAK3272S/AU915
718037,WisGate Edge Lite 2+/RAK7268C/LTE(EG95-E)/White/RAK2287/KR920
819014,WisBlock Starter Kit /WisBlock basic kit/AS923
819011,WisBlock Kit 2/LoRa-based GPS Tracker with Solar Panel/AS923
303013,WisDuo LPWAN Module | RAK3172
517017,WisLink LPWAN Concentrator/RAK2287/RAK2287/SPI/With GPS/without lora antenna/AU915
719078,RAK7240-8 channels Lora Gateway-No LTE-GPS-AS923-2(920MHz– 923MHz) and AS923-3(915MHz– 921MHz)
307026,WisDuo LPWAN Module RAK4260 /AU915
315034,Evaluation Board
315033,RAK3172 Breakout Board RAK3272S
715062,WisGate Edge Max RAK7249 /8 Channels(bundle6)/LTE(EG95-E)/without lora antenna/With battery/EU868
920130,coaxial cable 7m
318025,RAK3172 Breakout Board | RAK3272S
318030,Evaluation Board RAK3172-E
920111,PoE Splitter/Type-C /100M/Input 48V DC 48V/0.35A-Output 5V/2.4A
719069,WisGate Edge Prime RAK7240
309028,WisDuo LPWAN Module RAK4270 /No IPEX/AS923
715083,WisGate Developer D4H
719066,WisGate Edge Prime RAK7240 16 Channels with 4G(EG95-E) (RAK7240-1X-14X) without lora antenna
715075,WisGate Edge Prime RAK7240 /8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/without lora antenna/EU868
715073,WisGate Edge Prime RAK7240 /16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/without lora antenna/EU868
920157,Ethernet Cable Gland/11CM/With shielded cable
717088,RAK7289 WisGate Edge Pro (8 channel with LTE) - with logo / AU915 / EG95-E
810002,Customized WisBlock Connected Box
816015,WisBlock Starter Kit
715089,WisGate Edge Pro RAK7289 /8 Channels/LTE(EG95-E)/Non-LBT/Half Duplex/without lora antenna/EU868
715090,WisGate Edge Pro RAK7289 /16 Channels/LTE(EG95-E)/Non-LBT/Half Duplex/without lora antenna/EU868
926019,Blade Antenna(Antenna for LoRa®) RAKARJ16 /2.3dBi/Black/902-928MHz
317030,Evaluation Board RAK3172-E /AU915
100029,WisBlock Adaptor module RAK13002
110036,WisBlock MQ2 Gas Sensor RAK12004
110033,WisBlock Rain detect RAK12005+RAK12030 /RAK12005 Rain sensor module/RAK12030 Rain sensor PCB
718059,WisGate Developer D4 / D4+ / D4P|RAK7244 / RAK7244C / RAK7244P|Gateway for LoRaWAN
306027,WisDuo LPWAN Module/RAK4270/With IPEX/US915
920136,PoE Splitter /DC Male/100M/Input DC 37~57V-Output 12V/1.08A
714048,WisGate Edge Prime RAK7240 / 16 Channels with 4G (RAK7240-1X-14X) / IN865 / No custom Logo
307027,RAK4270 | WisDuo LPWAN Module / With IPEX / AU915 (1 pc only)
715086,WisGate Developer D4 / D4+ / D4P | RAK7244 / RAK7244C / RAK7244P/WisGate Developer D4 / 8GB RPi4 / EU868
718064,WisGate Edge Lite 2+ RAK7268C /EC25-E/White/RAK2287/KR920
100032,WisBlock RTC module RAK12002
100026,WisBlock IO expansion module RAK13003
100031,WisBlock SD card module RAK15002
910162,"Outdoor enclosure RAK7289 /8 Channels/without the electronics/with
 the LoRa antenna/Soyter customized"
711066,WisGate Developer D4 (RAK7244) / Wisgate Developer D4 / 8GB RPi4 / EU433
910127,electronic board for RAK7249
920156,Solar Shield
115005,WisDuo LPWAN Module RAK11300 EU868
116003,WisBlock LPWAN Module | RAK11310 US915
308027,WisDuo LPWAN Module/RAK4270/With IPEX/KR920
818015,Kit-RAK2287-RAK Discover Kit 2-8GB RPi4 (Memory Storage)-KR920
308029,WisDuo LPWAN Module/RAK4600/KR920
920164,Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female /12m
920165,Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female /18m
110035,Kit-WisBlock Mini Base Board RAK19003
100045,PCBA-WisBlock-WisSensor-RAK12011-Pressure Sensor-Waterproofing-LPS33HW
115004,WisBlock LPWAN Module | RAK11310 EU868
715091,WisGate Edge Pro RAK7289C /8 Channels/LTE(EG95-E)/Non-LBT/Half Duplex/without lora antenna-with custom logo/EU868
925035,"Blade Antenna
 (Antenna for LoRa®) RAKARJ15 /2.8dBi/White/863-870MHz"
815015,Kit-RAK2287-RAK Discover Kit 2-8GB RPi4 (Memory Storage)-EU868
210001,WisNode TrackIt RAK2171 /bundle of 2 units
100042,Ultrasonic Sensor Module | RAK12007
100048,WisBlock Vibration Sensor | RAK12015
100041,WisBlock PIR Module | RAK12006
915041,"5.8dBi Fiberglass Antenna Bundle | Antenna for LoRa® + Optional Antenna Magnetic Base
 Bundle 1 / White / N-Type to RP-SMA / 863MHz-870MHz"
716090,"WisGate Developer D4H | RAK7248
 US915 / 8GB RPi4"
716039,"WisGate Developer Base | RAK7271 / RAK7371
 RAK7371 with RAK5146 / US915"
100025,WisBlock FPC extension cable for Slot A to D WisBlock modules
100027,WisBlock PWM expansion module
100028,WisBlock 3 channel touch pad module
100034,WisBlock LIN bus module
110030,WisBlock Wireless charge module
306028,WisDuo LPWAN Module RAK4270 /No IPEX/US915
920158,RAK7249 Pole Mounting Bracket
111000,WisBlock LPWAN Module RAK4631L /EU433
100047,WisBlock DC Current Sensor RAK16000
110049,WisBlock Green Power module RAK19004
715087,WisGate Edge Pro RAK7289 /8 Channels/No LTE/Non-LBT/Half Duplex/without lora antenna/EU868
A10017,SenseCAP M1 Outdoor Enclosure Kit/UK standard | Bundled
920134,Pulsar Cable RAK9733 / RP-SMA / N-Type Female / 20m
A10019,SenseCAP M1 Outdoor Enclosure Kit/EU standard | Bundled
100044,WisBlock Ambient Light Sensor | RAK12010
716096,WisGate Edge Pro RAK7289 /8 Channels/No LTE/Non-LBT/Half Duplex/without lora antenna/US915
910170,RP-SMA to N-Type Cable LTE Antenna Connector /Flange N-KF Female/200mm/with screw
915045,"5.8dBi Fiberglass Antenna Bundle | Antenna for LoRa® + Optional Antenna Magnetic Base
 Bundle 2 / White / N-Type to RP-SMA / 863MHz-870MHz"
925025,LoRa® Antenna - EU868
717077,RAK7248 D4H AU915/8GB RPi
A10021,SenseCAP M1 Outdoor Enclosure Kit/IT Standard
306029,WisDuo LPWAN Module RAK4600 /US915
116004,"WisDuo LPWAN Module
 RAK11300"
915037,5.8dBi Fiberglass Antenna /N-Type to RP-SMA (Connector Type)/White (Antenna Color)/860-930MHz
715084,"WisGate Developer D4 / D4+ / D4P | RAK7244 / RAK7244C / RAK7244P
 WisGate Developer D4+ (EG95-E) / 8GB RPi4 / EU868"
717085,WisGate Edge Pro RAK7289C /8 Channels/LTE(EG95-NA)/Non-LBT/Half Duplex/without lora antenna/AU915
920151,Pulsar Cable RAK9733/RP-SMA Male/N-Type Female/1.5m
920124,Pulsar Cable RAK9733/RP-SMA Male/N-Type Female/15m
920147,Pulsar Cable RAK9733/RP-SMA Male/N-Type Female/3m
920125,Cable-Coaxial Cables (RF)-200mm-(Flange N-KF Female)-(RG1.32)-(RP-SMA Male)
110052,Soil Moisture Sensor RAK12023/RAK12035
100038,WisBlock Relay IO module | RAK13001
925034,PCB Antenna for LoRa 863-870MHz
910169,iPEX to N-Type LoRa/LTE Antenna Connector
920174,Cable-Coaxial Cables (RF)-0.6m-(N-C-JLMR400-11 Male)-(COAX-LMR400)-(N-C-JLMR400-11 Male) Pulsar Cable RAK9732 /N-Type Male/N-Type Male/0.6m
920181,Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female/33m
920180,Pulsar cable RAK9733 RP-SMA Male/ N-Type Female/6m
716098,WisGate Edge Pro RAK7289C /8 Channels/LTE(EG95-NA)/Non-LBT/Half Duplex/without lora antenna/US915
316030,Evaluation Board/RAK3172-E/US915
A16006,SenseCAP M1 Outdoor Enclosure Kit/US standard/5.8 dBi Fiber Glass Antenna/902-930MHz
910173,PoE Splitter
818010,WisBlock Kit 1 Weather Monitor /KR920
920132,Screw Plug /N-type16 hole-Circular Flange-Nylon PA66-White-Include Gasket&Nut
920182,Pulsar cable RAK9733 RP-SMA Male/ N-Type Female/17m
920183,WisBlock Plate /81*54mm
100037,WisBlock Motor Control Module RAK17000
819013,WisBlock Kit 4 | Air quality Monitor
117003,RAK11310 | RP2040 SX1262 | Module for LoRaWAN
510011,WisLink LX200V20 EVB
100046,RAK12012/MAX30102/Heart Rate Sensor
716099,WisGate Edge Pro | RAK7289 | Gateway for LoRaWAN
915051,8dBi Fiberglass Antenna | Supports 858-878MHz with 0.5m length of Male to Male connector type
717068,WisGate Edge Prime RAK7240 /8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/without lora antenna/AU915
A10023,Set of screws kit/For RAK7249 Outdoor Enclosure Kit/customized
920149,V1522-001-A-03 / Bracket Kit /Pole Mounting Bracket for Fiber Glass Antenna/U-shaped/86x60mm-Zinc plating
920193,"Cable-Coaxial Cables (RF)-6.5m-(RPSMA-C-JLMR400-3 Male)-(COAX-LMR400)-(N-C-KLMR400-2 Female)
 Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female/6.5m"
910133,Sensecap Outdoor Enclosure Kit
A16013,Helium Mapper Kit 1/US915
719096,RAK7240 gateway without the1x GPS (non-standard item)
920192,Cover cap (non-standard item)
920160,Pulsar Cable RAK9733 / RP-SMA Male / N-Type Female / 1m
715068,WisGate Edge Max RAK7249 /16 Channels(bundle4)/LTE(EG95-E)/without lora antenna/without GPS without WiFi without PoE/EU868
114003,RAK11310 | RP2040 SX1262 | Module for LoRaWAN / IN865
910175,5dBi Antenna Mounting Bracket Kit
910172,PoE Splitter /DC Male/100M/Input DC 37~57V-Output 12V/1.08A
920198,Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female/25m
A15010,SenseCAP M1 Outdoor Enclosure Bundle
516023,"RAK5146 | WisLink LPWAN Concentrator | Module for LoRaWAN Gateway
 SPI / Non LBT - Non GPS / US915"
515022,"RAK5146 | WisLink LPWAN Concentrator | Module for LoRaWAN Gateway
 SPI / Non LBT - Non GPS / EU868"
715079,WisGate Edge Prime | RAK7240 | Gateway for LoRaWAN
716091,WisGate Developer D4 / D4+ / D4P|RAK7244 / RAK7244C / RAK7244P|Gateway for LoRaWAN
515018,WisLink LPWAN Concentrator/RAK5146/USB/LBT Non-GPS/RAK5146-222/EU868
906045,"Network equipment-WisGate Edge Lite
 2/RAK7268/Non-LTE/White/RAK2287/US915"
716082,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA)
100067,PCBA-WisBlock-WisIO-RAK12013-Radar-RCWL9196 WisBlock ToF Sensor RAK12013
100053,PCBA-WisBlock-WisSensor-RAK12014-Time Of Flight-VL53L0X WisBlock ToF Sensor RAK12014
100051,PCBA-WisBlock-WisIO Cable-RAK19008-40PIN
100058,"PCBA-WisBlock-WisIO-RAK13007-Rely-G5LE-14-DC3
 WisBlock Relay RAK13007"
A10024,Outdoor Enclosure for RAK Hotspot Miner with PoE Splitter | RAK9168 / Type-C 5V
714060,WisGate Edge Pro | RAK7289 / 8 Channels / Without LTE / IN865
910199,Outdoor Gateway Enclosure/howard customized
718060,"RAK7289 (KR920, 8 Channels without LTE)"
718062,"RAK7289C (KR920, 8 Channels with LTE(EG95-E))"
718061,"RAK7289 (KR920, 16 Channels without LTE)"
920161,Cable-Coaxial Cables (RF)-1m-(N-C-JLMR400-11 Male)-(COAX-LMR400)-(N-CKLMR400-2 Female)
717042,WisGate Developer Base RAK7371-RAK5146(No GPS-USB-US915) Inside USB Dongle-AU915
A15016,Helium Mapper Kit 1/EU868
910190,"1000M POE Injector
 RP025-4800500YG-098-001"
500022,WisLink LX200V50 EVB | WisLink LX200V50 EVB /EU standard
500023,WisLink LX200V50 EVB | WisLink LX200V50 EVB /US standard
500024,WisLink LX200V50 EVB | WisLink LX200V50 EVB /AU standard
500025,WisLink LX200V50 EVB | WisLink LX200V50 EVB /UK standard
910200,外壳套件-RAKBox-GW-0-DIY enclosure-Without connector-Involi customized
915039,"Fiberglass Antenna Kit for Helium Hotspot
 Black / 863MHz-870MHz"
301018,WisDuo LPWAN Module RAK4200 /No IPEX/EU433
920202,Pulsar Cable RAK9734 /RP-SMA Male/N-Type Male/10m
920203,Pulsar Cable RAK9733 /RP-SMA Male/N-Type Female/8m
920201,iPEX to RP-SMA Connector /210 mm
117004,WisBlock LoRa Module RAK11300 /AU915
920204,"Accessories-Cable Gland-M221.5-Nylon PA66-Black-Cable Diameter 5~9mm-Include Gasket
 Cable Gland /M221.5/Include Gasket"
100057,RAK12019 | WisBlock UV Sensor
110055,RAK12017 | WisBlock IR Sensor
110054,RAK12016 | WisBlock Flex Sensor
110043,RAK12009|MQ-3B MQ3 Gas Sensor
715088,WisGate Edge Pro RAK7289 /16 Channels/No LTE/Non-LBT/Half Duplex/without lora antenna/EU868
719091,WisGate Edge Pro/RAK7289/8 Channels/Gateway for LoRaWAN
716074,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA) (RAK7240-0X-14X)/With Custom Logo/US915
920206,Battery /3200mAh-3.7V-Li-ion/66*43.5*10mm/Rechargeable
910186,1000M POE Injector/RP025-4800500YG-098-001
925036,WisMesh Antenna (Antenna for LoRa®) RAKARJ17 /2.8dBi/Black/863-870MHz
920207,Pulsar Cable | RAK9731 / N-Type Male - N-Type Female / 0.35m
818014,WisBlock Starter Kit /WisBlock basic kit/KR920
915042,5.8dBi Fiberglass Antenna Bundle /Bundle 1/Black / N-Type to RP-SMA (Antenna color & Connector type)/863-870MHz
110056,RAK12018 WisBlock Code Scanner
110061,WisBlock Wireless RAK13600
815026,RAK7248 developer gateway with EG95-E without Raspberry pi
710000,RAK5422AC-Advanced of industrial AP routers (secure wireless access point)
500035,RAK413AS-ST01
816023,WisBlock Meshtastic Starter Kit The Basic Kit for Meshtastic
817020,WisBlock Meshtastic Starter Kit The Basic Kit for Meshtastic AU915
819021,RAK5146 Kit | With GPS / AS923
815025,RAK2287 Kit /SPI/GPS/RAK2287+RAK2287 Pi HAT Kit+3dBi Fiberglass Antenna /Grepit/EU868
716062,WisGate Edge Lite 2/RAK7268/Non-LTE/Black/RAK2287/US915
816012,WisBlock Kit 2/LoRa-based GPS Tracker with Solar Panel/US915
814021,RAK5146 Kit-RAK5146+RAK5146 Pi HAT-SPI-GPS-IN865
714063,WisGate Edge Pro RAK7289C /16 Channels/LTE(EG95-E)/Non-LBT/Half Duplex/without lora antenna/IN865
307032,WisDuo LPWAN Module/RAK4200/No IPEX/AU915
925049,5.8dBi Fiberglass Antenna /N-Type/White (Antenna Color)/863-870MHz
519015,WisLink LPWAN Concentrator/RAK5146/USB/LBT Non-GPS/AS923
815023,RAK5146 Kit/With GPS/EU868
115009,WisBlock LPWAN Module RAK4631 /RUIv3/EU868
815021,RAK Developer Kit/Kit 4 (Air Quality Kit)/EU868
110081,WisBlock Dual IO Base Board RAK19001
110082,WisBlock Base Board 2nd Gen RAK19007
100076,WisBlock Ethernet RAK13800
A15018,RAK Hotspot-RAK7248-(4GB Raspberry Pi 4+RAK2004 Pi HAT-MP2233+RAK2287+Enclosure+64G TF Card)-8 channels-No GPS-Crypto Chip-Black Enclosure-EU868-Europe standard power adapter
A15009,SenseCAP M1 Outdoor Enclosure Bundle |+ 5.8dBi Fiberglass antenna | UK Standard | 863MHz-870MHz
306041,WisDuo Module for LoRaWAN RAK3172 /No IPEX/RUI3/US915
306042,WisDuo Module for LoRaWAN RAK3172 /With IPEX/RUI3/US915
316025,WisDuo Breakout Board RAK3272S /US915
116008,"WisBlock Core RAK4631
 nRF52840 SX1262
 Module for LoRaWAN"
110050,"WisBlock Wireless RAK13101
 MC20CE
 GSM Module"
100040,WisBlock LED Bar Module RAK14003
816028,WisBlock Starter Kit WisBlock basic kit /RAK5005-O+RAK11310/US915
305045,WisDuo Module for LoRaWAN RAK3172 /With IPEX/RUI3/EU868
718058,WisGate Developer D4 RAK7244 /WisGate Developer D4/8GB RPi4 (Memory Storage)/KR920
105010,RAK4630// nRF52840 SX1262//Module for LoRaWAN
109009,RAK4630//nRF52840 SX1262/Module for LoRaWAN
818011,WisBlock Kit 2 | LoRa-based GPS Tracker with Solar Panel / KR920
715076,"WisGate Edge Prime RAK7240 /8 Channels without 4G (RAK7240-0X)/No Custom Logo/without
 lora antenna/EU868"
716112,RAK5146 with the LBT option and with no GPS inside RAK7371 / USB / US915
819010,wisblock-kit-1-weather-monitor
815028,RPi Gateway Kit For LoRaWAN//Non-LTE//EU868
815027,RPi Gateway Kit For LoRaWAN//EG95-E//EU868
816026,RPi Gateway Kit For LoRaWAN//EG95-NA//US915
817023,RPi Gateway Kit For LoRaWAN//EG95-E//AU915
818023,RPi Gateway Kit For LoRaWAN//EG95-E//KR920
819023,RPi Gateway Kit For LoRaWAN//EG95-E//AS923
813019,RPi Gateway Kit For LoRaWAN//EG95-E//RU864
814023,RPi Gateway Kit For LoRaWAN//EG95-E//IN865
816027,RPi Gateway Kit For LoRaWAN//Non-LTE//US915
817024,RPi Gateway Kit For LoRaWAN//Non-LTE//AU915
818024,RPi Gateway Kit For LoRaWAN//Non-LTE//KR920
819024,RPi Gateway Kit For LoRaWAN//Non-LTE//AS923
813020,RPi Gateway Kit For LoRaWAN//Non-LTE//RU864
814024,RPi Gateway Kit For LoRaWAN//Non-LTE//IN865
119008,RAK4631 nRF52840 SX1262
314042,WisDuo Breakout Board RAK3272S /RUI3/IN865
304041,WisDuo Module for LoRaWAN RAK3172 /With IPEX/RUI3/IN865
816024,RAK5146 Kit /SPI/with GPS/RAK5146+RAK5146 Pi HAT Kit/US915
816030,RAK7268C without enclosure /LTE(EG95-NA)/White/RAK2287/US915
315042,WisDuo Breakout Board RAK3272-SiP /EU868
315046,WisDuo Breakout Board RAK3272S /RUI3/EU868
315047,RAK3172 Evaluation Board
108010,WisDuo LPWAN Module RAK4630 /No IPEX/RUI3/without antenna/KR920
108009,WisDuo LPWAN Module RAK4630 /With IPEX/RUI3/without antenna/KR920
717065,WisGate Edge Prime RAK7240 /16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/without lora antenna/AU915
317045,Evaluation Board RAK3172-E /RUI3/AU915
307042,WisDuo Module for LoRaWAN RAK3172 /No IPEX/RUI3/AU915
307029,WisDuo LPWAN Module RAK4600 /AU915
110074,WisBlock TInductive Sensor RAK12029
817021,RAK5146 Kit With GPS AU915
